Compound,TB(K),Ref.,YBP,TFP(K)Ref.,NFP,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,NFP(eq6),TFP(eq4),AD,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9
pentane,309,N,16.26,233,G,16.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93,230,3,,,,,,,,,,
hexane,342,N,18.94,247,S,18.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54,249,2,,,,,,,,,,
heptane,372,N,21.66,269,A,21.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.19,266,3,,,,,,,,,,
octane,399,N,24.37,286,A,24.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.83,283,3,,,,,,,,,,
nonane,424,N,27.11,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,299,5,,,,,,,,,,
decane,447,N,29.85,319,A,29.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.17,315,4,,,,,,,,,,
undecane,469,N,32.68,333,A,32.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.93,331,2,,,,,,,,,,
dodecane,489,N,35.44,344,A,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.61,345,1,,,,,,,,,,
tridecane,509,A,38.38,367,S,38.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.49,361,6,,,,,,,,,,
tetradecane,525,N,40.89,373,S,39.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.92,373,0,,,,,,,,,,
pentadecane,544,N,44.04,388,P,42.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.99,389,1,,,,,,,,,,
hexadecane,560,N,46.85,408,A,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,402,6,,,,,,,,,,
heptadecane,575,N,49.62,421,A,49.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.43,415,6,,,,,,,,,,
2-methylbutane,301,N,15.66,222,S,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.35,226,4,,,,,,,,,,
2-methylpentane,334,N,18.26,241,L,17.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.88,244,3,,,,,,,,,,
2-methylheptane,391,N,23.54,277,A,22.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02,278,1,,,,,,,,,,
2-methyloctane,416,N,26.21,297,A,26.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62,294,3,,,,,,,,,,
2-methylnonane,440,N,28.99,311,L,28.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.34,310,1,,,,,,,,,,
2-methyldecane,462,N,31.76,323,L,30.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.03,326,3,,,,,,,,,,
2-methylundecane,483,N,34.59,334,L,32.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.79,341,7,,,,,,,,,,
2-methyldodecane,501,L,37.18,344,L,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.31,354,10,,,,,,,,,,
cyclopentane,322,N,17.28,236,F,16.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92,237,1,,,,,,,,,,
"2,2-dimethylbutane",323,N,17.36,244,S,17.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,238,6,,,,,,,,,,
"2,3-dimethylbutane",331,N,18.01,244,A,17.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64,242,2,,,,,,,,,,
methylcyclopentane,345,N,19.2,250,F,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,250,0,,,,,,,,,,
"2,2-dimethylpentane",352,N,19.81,250,A,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39,254,4,,,,,,,,,,
"2,2,3-trimethylbutane",354,N,19.99,249,G,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57,256,7,,,,,,,,,,
"2,4-dimethylpentane",354,N,19.99,261,20.39,19.57,256,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyclohexane,354,N,19.99,255,A,19.49,19.57,256,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,3-dimethylpentane",359,N,20.44,254,A,19.34,20.01,258,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,1-dimethylcyclopentane",361,N,20.63,257,A,19.79,20.19,260,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,3-dimethylpentane",363,N,20.81,258,G,19.94,20.37,261,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-methylpentane,336,N,18.43,241,F,17.45,18.04,245,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-methylhexane,365,N,21,258,A,19.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.55,262,4,,,,,,,,,,
3-methylheptane,392,N,23.64,279,A,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.12,279,0,,,,,,,,,,
3-methyloctane,417,N,26.32,297,A,26.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73,295,2,,,,,,,,,,
3-methylnonane,441,N,29.11,314,A,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.45,311,3,,,,,,,,,,
3-ethylpentane,366,A,21.09,261,G,20.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,263,2,,,,,,,,,,
"2,2,4-trimethylpentane",372,N,21.66,266,F,21.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.19,266,0,,,,,,,,,,
"cis-1,2-dimethylcyclopentane",373,N,21.75,269,A,21.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.29,267,2,,,,,,,,,,
methylcyclohexane,374,N,21.85,269,A,21.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38,267,2,,,,,,,,,,
ethylcyclopentane,376,A,22.04,269,A,21.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57,269,0,,,,,,,,,,
"2,2-dimethylhexane",380,N,22.43,270,S,21.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.95,271,1,,,,,,,,,,
"2,2,3,3-tetramethylbutane",380,N,22.43,273,A,22.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.95,271,2,,,,,,,,,,
"2,5-dimethylhexane",382,N,22.63,271,A,21.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.14,272,1,,,,,,,,,,
"2,2,3-trimethylpentane",383,N,22.73,270,A,21.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24,273,3,,,,,,,,,,
"3,3-dimethylhexane",385,N,22.93,272,A,22.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.43,274,2,,,,,,,,,,
"2,3,4-trimethylpentane",386,A,23.03,273,A,22.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,275,2,,,,,,,,,,
"2,3,3-trimethylpentane",388,N,23.23,278,F,23.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,276,2,,,,,,,,,,
3-ethyl-2-methylpentane,389,N,23.33,276,A,22.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.82,277,1,,,,,,,,,,
"2,3-dimethylhexane",389,N,23.33,278,L,23.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.82,277,1,,,,,,,,,,
"3,4-dimethylhexane",391,N,23.54,279,A,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02,278,1,,,,,,,,,,
4-methylheptane,391,N,23.54,278,A,23.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02,278,0,,,,,,,,,,
3-ethyl-3-methylpentane,391,N,23.54,276,A,22.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02,278,2,,,,,,,,,,
3-ethylhexane,392,N,23.64,278,A,23.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.12,279,1,,,,,,,,,,
cycloheptane,392,N,23.64,279,S,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.12,279,0,,,,,,,,,,
"trans-1,4-dimethylcyclohexane",392,A,23.64,279,S,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.12,279,0,,,,,,,,,,
"cis-1,3-dimethylcyclohexane",393,N,23.74,279,A,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.22,279,0,,,,,,,,,,
"1,1-dimethylcyclohexane",393,A,23.74,280,B,23.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.22,279,1,,,,,,,,,,
"2,2,4,4-tetramethylpentane",395,N,23.95,279,F,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.42,280,1,,,,,,,,,,
1-ethyl-1-methylcyclopentane,395,N,23.95,279,A,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.42,280,1,,,,,,,,,,
"2,2,5-trimethylhexane",397,N,24.16,286,A,24.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.63,282,4,,,,,,,,,,
"trans-1,3-dimethylcyclohexane",397,A,24.16,281,A,23.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.63,282,164,"trans-1,2-dimethylcyclohexane",397,N,24.16,280,S,23.35,23.63,282,2
"cis-1,4-dimethylcyclohexane",397,N,24.16,279,S,23.19,23.63,282,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isopropylcyclopentane,400,N,24.47,287,A,24.48,23.93,284,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,2,4-trimethylhexane",400,N,24.47,286,S,24.31,23.93,284,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cis-1,2-dimethylcyclohexane",403,N,24.79,285,S,24.15,24.24,286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,4,4-trimethylhexane",404,N,24.9,288,A,24.64,24.35,286,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,3,5-trimethylhexane",404,N,24.9,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.35,286,2,,,,,,,,,,
propylcyclopentane,404,N,24.9,289,A,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.35,286,3,,,,,,,,,,
ethylcyclohexane,405,N,25,291,S,25.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.45,287,4,,,,,,,,,,
"2,2,3,4-tetramethylpentane",406,N,25.11,284,A,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56,287,3,,,,,,,,,,
"2,4-dimethylheptane",406,N,25.11,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56,287,1,,,,,,,,,,
"2,2-dimethylheptane",406,A,25.11,297,A,26.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56,287,10,,,,,,,,,,
"3-ethyl-2,2-dimethylpentane",407,N,25.22,286,A,24.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.66,288,2,,,,,,,,,,
"2,2,3-trimethylhexane",407,N,25.22,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.66,288,0,,,,,,,,,,
"4,4-dimethylheptane",408,N,25.33,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.77,289,1,,,,,,,,,,
"2,5-dimethylheptane",408,N,25.33,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.77,289,1,,,,,,,,,,
"2,6-dimethylheptane",408,N,25.33,299,A,26.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.77,289,10,,,,,,,,,,
"3,5-dimethylheptane",409,N,25.44,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.87,289,1,,,,,,,,,,
"3-ethyl-2,4-dimethylpentane",410,N,25.55,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,290,2,,,,,,,,,,
"2,2,5,5-tetramethylhexane",410,A,25.55,289,G,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,290,1,,,,,,,,,,
"2,3,3-trimethylhexane",411,N,25.65,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.08,291,3,,,,,,,,,,
"2,3,4-trimethylhexane",412,N,25.76,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.19,291,3,,,,,,,,,,
"2,3,3,4-tetramethylpentane",415,A,26.1,284,A,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,293,9,,,,,,,,,,
"2,3-dimethylheptane",413,N,25.87,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,292,4,,,,,,,,,,
"2,2,3,3-tetramethylpentane",413,N,25.87,289,A,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,292,3,,,,,,,,,,
4-ethylheptane,414,N,25.98,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.41,293,5,,,,,,,,,,
3-ethyl-4-methylhexane,414,N,25.98,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.41,293,5,,,,,,,,,,
"3,4-dimethylheptane",414,N,25.98,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.41,293,5,,,,,,,,,,
"3,3,4-trimethylhexane",414,N,25.98,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.41,293,5,,,,,,,,,,
"3-ethyl-2,3-dimethylpentane",415,N,26.1,288,A,24.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,293,5,,,,,,,,,,
4-methyloctane,415,N,26.1,295,A,25.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.51,293,2,,,,,,,,,,
"3,3-diethylpentane",419,N,26.54,294,A,25.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95,296,2,,,,,,,,,,
"2,4,6-trimethylheptane",421,L,26.77,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.17,297,7,,,,,,,,,
cyclooctane,424,A,27.11,301,S,26.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,299,2,,,,,,,,,,
"2,2,4,4-tetramethylhexane",426,N,27.34,304,A,27.29,0,0,0,26.73,301,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,2-dimethyloctane",430,A,27.8,304,A,27.29,0,27.18,303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,2,3,4-tetramethylhexane",430,A,27.8,304,27.29,27.18,303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isopropylcyclohexane,428,S,27.57,308,A,27.97,26.95,302,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,3,5-trimethylheptane",434,A,28.28,304,A,27.29,27.64,306,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,3,4,5-tetramethylhexane",429,N,27.69,304,A,27.29,27.07,303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
propylcyclohexane,429,N,27.69,304,A,27.29,27.07,303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butylcyclopentane,430,N,27.8,305,G,27.46,27.18,303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-ethyl-5-methylheptane,431,Y,27.92,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.29,304,0,,,,,,,,,,
"2,6-dimethyloctane",432,N,28.04,307,G,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.41,305,2,,,,,,,,,,
"3-ethyl-2,2-dimethylhexane",433,L,28.16,311,A,28.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.52,305,6,,,,,,,,,,
"3,5-dimethyloctane",433,N,28.16,314,A,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.52,305,9,,,,,,,,,,
"2,2,3,3-tetramethylhexane",433,N,28.16,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.52,305,1,,,,,,,,,,
"3,3-dimethyloctane",434,N,28.28,314,A,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.64,306,8,,,,,,,,,,
"2,3,4,4-tetramethylhexane",435,N,28.39,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.75,307,3,,,,,,,,,,
4-propylheptane,435,N,28.39,308,L,27.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.75,307,1,,,,,,,,,,
4-ethyloctane,437,N,28.63,314,A,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.99,308,6,,,,,,,,,,
"3,4,5-trimethylheptane",436,A,28.51,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.87,307,3,,,,,,,,,,
"2,3-dimethyloctane",437,N,28.63,309,G,28.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.99,308,1,,,,,,,,,,
3-ethyl-3-methylheptane,437,N,28.63,314,A,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.99,308,6,,,,,,,,,,
"2,3,3,4-tetramethylhexane",438,N,28.75,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,309,5,,,,,,,,,,
5-methylnonane,438,N,28.75,310,L,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,309,1,,,,,,,,,,
4-methylnonane,440,N,28.99,311,A,28.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.34,310,1,,,,,,,,,,
4-ethyl-3-methylheptane,438,A,28.75,314,A,29.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,309,5,,,,,,,,,,
"3-ethyl-2,3,4-trimethylpentane",443,N,29.36,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.69,312,8,,,,,,,,,,
"3,3,4,4-tetramethylhexane",443,N,29.36,304,A,27.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.69,312,8,,,,,,,,,,
tert-butylcyclohexane,444,N,29.48,313,A,28.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.81,313,0,,,,,,,,,,
cyclononane,448,N,29.97,316,A,29.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.29,316,0,,,,,,,,,,
butylcyclohexane,453,N,30.6,321,G,30.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,319,2,,,,,,,,,,
trans-decalin,460,N,31.5,326,L,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,324,2,,,,,,,,,,
cis-decalin,466,N,32.28,330,A,31.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,328,2,,,,,,,,,,
cyclodecane,474,N,33.35,332,L,32.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.58,334,2,,,,,,,,,,
pentylcyclohexane,476,A,33.62,336,F,32.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.85,336,0,,,,,,,,,,
bicyclohexyl,510,A,38.54,365,B,38.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.63,361,4,,,,,,,,,,
"2,2,4,4,6,8,8-heptamethylnonane",513,N,39,368,F,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.08,364,4,,,,,,,,,,
1-pentene,303,A,15.81,222,F,14.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.64,228,6,,,,,,,,,,
1-hexene,337,N,18.51,247,L,18.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,247,0,,,,,,,,,,
1-heptene,367,N,21.18,264,A,20.851,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.88,264,136,1-octene,394,A,23.85,281,23.51,1,23.47,281,0
1-nonene,420,A,26.66,298,A,26.29,1,26.21,298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-decene,444,A,29.48,311,G,28.49,1,28.96,314,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-undecene,466,N,32.28,327,G,31.29,1,31.68,329,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-dodecene,487,L,35.15,346,F,34.74,1,34.48,345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-tridecene,506,L,37.93,365,S,38.32,1,37.19,359,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-tetradecene,524,N,40.73,370,G,39.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.91,373,3,,,,,,,,,,
1-pentadecene,541,N,43.53,386,A,42.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.64,387,1,,,,,,,,,,
1-hexadecene,558,A,46.49,402,A,45.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.53,401,1,,,,,,,,,,
1-heptadecene,573,N,49.24,414,L,48.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.21,414,0,,,,,,,,,,
1-octadecene,588,S,52.14,427,F,50.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.03,428,1,,,,,,,,,,
cis-2-pentene,310,N,16.34,227,A,15.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15,232,5,,,,,,,,,,
trans-2-pentene,310,N,16.34,228,A,15.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15,232,4,,,,,,,,,,
cis-3-hexene,340,N,18.76,248,S,18.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52,248,0,,,,,,,,,,
