Compound,TB(K),Ref.,YBP,TFP(K)Ref.,NFP,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,NFP(eq6),TFP(eq4),AD,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9
3-chlorotoluene,435,N,28.39,323,A,30.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.12,320,3,,,,,,,,,,
benzenethiol,442,N,29.24,324,L,30.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.72,324,0,,,,,,,,,,
bromobenzene,429,N,27.69,324,A,30.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.81,324,0,,,,,,,,,,
2-ethoxyethylacetate,430,N,27.8,324,B,30.76,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.39,322,2,,,,,,,,,,
2-methylanisole,445,S,29.6,324,F,30.76,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.62,323,1,,,,,,,,,,
3-methylanisole,449,S,30.1,325,S,30.93,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,326,1,,,,,,,,,,
2-chloro-1-propanol,406,A,25.11,324,A,30.76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.82,324,0,,,,,,,,,,
4-methylanisole,447,S,29.85,326,B,31.11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,325,1,,,,,,,,,,
benzylmethylether,447,A,29.85,326,A,31.11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,325,1,,,,,,,,,,
2-chloroethanol,402,B,24.68,328,B,31.47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.41,322,6,,,,,,,,,,
"2,4,6-trimethylpyridine",444,N,29.48,327,F,31.29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,325,2,,,,,,,,,,
4-thiapentanal,439,N,28.87,334,A,32.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.4,328,6,,,,,,,,,,
benzylethylether,458,L,31.24,332,A,32.18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.21,332,0,,,,,,,,,,
benzylchloride,452,B,30.47,333,S,32.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.14,332,1,,,,,,,,,,
benzaldehyde,452,B,30.47,335,F,32.73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.48,334,1,,,,,,,,,,
1-bromo-3-ethylbenzene,475,Y,33.49,344,L,34.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36.46,355,11,,,,,,,,,,
"1,5-dichloropentane",453,N,30.6,336,A,32.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32.97,336,0,,,,,,,,,,
1-chloro-4-ethylbenzene,458,N,31.24,335,F,32.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.89,336,1,,,,,,,,,,
benzylamine,458,A,31.24,338,A,33.27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.39,339,1,,,,,,,,,,
2-mercaptoethanol,430,N,27.8,341,A,33.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.23,338,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aniline,457,N,31.11,343,34.19,1,1,33.9,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-ethyl-6-methylaniline,504,B,37.63,375,R,40.26,1,1,40,375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benzonitrile,464,N,32.02,343,A,34.19,1,0,1,34.09,342,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benzylmercaptan,468,N,32.54,343,A,34.19,1,0,0,0,1,34,342,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethylacetoacetate,454,N,30.73,343,A,34.19,0,1,1,0,0,0,34.25,343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-butoxyethylacetate,465,N,32.15,344,F,34.37,0,1,1,0,0,0,0,34.62,345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benzylmethylsulfide,472,L,33.08,346,A,34.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.99,342,4,,,,,,,,,,
3-chloro-1-propanol,438,L,28.75,346,A,34.74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.37,344,2,,,,,,,,,,
tert-butylacetoacetate,463,A,31.89,349,A,35.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.37,349,0,,,,,,,,,,
iodobenzene,461,N,31.63,347,B,34.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34.62,345,2,,,,,,,,,,
3-bromotoluene,457,A,31.11,348,F,35.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.14,343,5,,,,,,,,,,
"N,N-dimethylaniline",466,N,32.28,348,A,35.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.04,348,0,,,,,,,,,,
1-bromo-2-ethylbenzene,472,S,33.08,352,A,35.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36.06,353,1,,,,,,,,,,
acetophenone,475,N,33.49,350,B,35.48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.41,350,0,,,,,,,,,,
2-bromotoluene,455,A,30.85,351,F,35.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.9,341,10,,,,,,,,,,
N-methylaniline,469,S,32.68,352,A,35.86,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.43,350,2,,,,,,,,,,
benzylbromide,472,N,33.08,352,I,35.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36.06,353,1,,,,,,,,,,
"2,5-hexanedione",467,N,32.41,351,B,35.67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,350,1,,,,,,,,,,
methylbenzoate,473,A,33.21,353,L,36.04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.63,351,2,,,,,,,,,,
ethylbenzoate,485,N,34.87,357,F,36.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.24,359,2,,,,,,,,,,
propylbenzoate,503,S,37.48,371,A,39.48,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.79,373,2,,,,,,,,,,
butylbenzoate,522,K,40.41,380,B,41.24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.64,387,7,,,,,,,,,,
pentylbenzoate,533,N,42.19,393,D,43.84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.38,396,3,,,,,,,,,,
1-iodo-3-methylbenzene,486,N,35.01,356,S,36.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.91,363,7,,,,,,,,,,
"1,2-propanedioldiacetate",464,S,32.02,357,A,36.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.99,353,4,,,,,,,,,,
o-toluidine,473,N,33.21,358,A,36.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35.96,353,5,,,,,,,,,,
2-ethylphenol,478,A,33.9,358,A,36.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.21,359,1,,,,,,,,,,
3-methylphenylacetate,485,A,34.87,358,L,36.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.24,359,1,,,,,,,,,,
m-cresol,476,B,33.62,359,A,37.18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.95,358,1,,,,,,,,,,
3-methylaniline,477,S,33.76,359,B,37.18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.49,355,4,,,,,,,,,,
4-ethylaniline,491,F,35.72,370,F,39.29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,365,5,,,,,,,,,,
3-ethylaniline,485,B,34.87,358,B,36.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.57,361,3,,,,,,,,,,
2-ethylaniline,483,F,34.59,358,B,36.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.29,360,2,,,,,,,,,,
nitrobenzene,484,A,34.73,361,A,37.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.13,364,3,,,,,,,,,,
"N,N-diethylaniline",489,A,35.44,361,S,37.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.12,364,3,,,,,,,,,,
2-isopropylphenol,486,A,35.01,362,S,37.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,365,3,,,,,,,,,,
2-iodotoluene,484,A,34.73,363,37.94,1,1,37.64,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-iodotoluene,485,S,34.87,363,A,37.94,1,1,38,362,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-propylanisole,488,S,35.29,355,L,36.42,1,1,0,36.16,354,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-phenyl-2-butanone,501,L,37.18,364,L,38.13,1,0,1,0,39.01,369,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-phenylethylacetate,487,J,35.15,364,S,38.13,1,1,0,0,0,38,361,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benzylalcohol,478,N,33.9,366,A,38.52,1,0,0,0,1,0,38.68,367,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-propylphenol,497,A,36.59,366,A,38.52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.84,373,7,,,,,,,,,,
"2,4-dimethylphenol",484,A,34.73,367,S,38.71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.03,363,4,,,,,,,,,,
3-ethylphenol,491,F,35.72,367,S,38.71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.99,368,1,,,,,,,,,,
1-phenylethylpropionate,509,B,38.38,379,B,41.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.67,377,2,,,,,,,,,,
benzylacetate,487,L,35.15,363,I,37.94,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.52,361,2,,,,,,,,,,
"1,5-pentanedithiol",502,A,37.33,368,A,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,39.08,369,1,,,,,,,,,,
"2,3-dimethylaniline",495,N,36.3,369,F,39.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.96,368,1,,,,,,,,,,
benzylpropanoate,495,A,36.3,369,A,39.09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.64,367,2,,,,,,,,,,
1-phenyl-1-butanone,493,A,36.01,361,A,37.56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.87,363,2,,,,,,,,,,
benzyliodide,491,A,35.72,370,A,39.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.61,366,4,,,,,,,,,,
benzylcyanide,507,A,38.08,374,F,40.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,374,0,,,,,,,,,,
4-tert-butylaniline,505,N,37.78,375,A,40.26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4,376,1,,,,,,,,,,
3-tert-butylaniline,510,L,38.54,374,L,40.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.14,379,5,,,,,,,,,,
4-butylaniline,515,A,39.31,375,S,40.26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.89,383,8,,,,,,,,,,
4-propylaniline,498,A,36.74,376,A,40.46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.39,371,5,,,,,,,,,,
2-propylaniline,497,S,36.59,370,A,39.29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25,370,0,,,,,,,,,,
2-isopropylaniline,489,F,35.44,368,F,38.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.12,364,4,,,,,,,,,,
3-isopropylphenol,501,S,37.18,377,S,40.65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.41,376,1,,,,,,,,,,
quinoline,510,S,38.54,374,S,40.07,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.51,376,2,,,,,,,,,,
2-phenylethylacetate,506,A,37.93,375,A,40.26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.23,375,0,,,,,,,,,,
4-propylphenol,505,A,37.78,379,A,41.05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,379,0,,,,,,,,,,
2-phenylethylpropionate,518,S,39.78,386,S,42.43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.02,384,2,,,,,,,,,,
benzylbutanoate,513,A,39,380,A,41.24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.27,380,0,,,,,,,,,,
2-sec-butylphenol,501,Y,37.18,380,A,41.24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.41,376,4,,,,,,,,,,
N-butylaniline,514,B,39.15,380,A,41.24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.74,383,3,,,,,,,,,,
N-sec-butylaniline,498,L,36.74,366,L,38.52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.39,371,5,,,,,,,,,,
N-tert-butylaniline,488,Y,35.29,361,L,37.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.98,363,2,,,,,,,,,,
4-sec-butylaniline,511,A,38.69,381,A,41.44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.29,380,1,,,,,,,,,,
2-sec-butylaniline,502,Y,37.33,375,L,40.26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.96,373,2,,,,,,,,,,
2-tert-butylphenol,497,S,36.59,375,F,40.26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.84,373,2,,,,,,,,,,
3-phenylpropylacetate,517,S,39.62,386,S,42.43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.87,383,3930,3-hydroxypropanenitrile,494,Y,36.16,386,42.43,0,1,1,0
"2,6-diisopropylaniline",530,A,41.7,396,B,44.44,1,0,1,0,0,44,395,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allylphenylether,465,A,32.15,336,S,32.91,1,1,1,0,0,0,0,33.24,338,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
divinylether,301,A,15.66,226,A,15.35,2,0,1,0,0,0,0,0,16,234,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
furan,305,N,15.96,237,A,16.88,2,0,0,1,0,0,0,0,0,16.79,236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-methylfuran,336,O,18.43,247,B,18.31,2,0,0,1,0,0,0,0,0,19.19,253,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
thiophene,357,N,20.26,264,A,20.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.97,265,1,,,,,,,,,,
2-methylthiophene,386,N,23.03,281,A,23.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.67,282,1,,,,,,,,,,
2-ethylthiophene,405,A,25,294,A,25.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.59,294,0,,,,,,,,,,
2-propylthiophene,431,A,27.92,305,A,27.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.43,311,6,,,,,,,,,,
2-tert-butylfuran,393,N,23.74,280,A,23.352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37,286,6,,,,,,,,,,
3-methylthiophene,389,N,23.33,284,B,23.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.96,284,0,,,,,,,,,,
allylmethacrylate,417,A,26.32,310,B,28.322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.378,310,0,,,,,,,,,,
geranylformate,502,Y,37.33,368,M,38.902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,369,1,,,,,,,,,,
geranylacetate,515,A,39.31,377,S,40.652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.03,379,2,,,,,,,,,,
diketene,401,N,24.58,306,I,27.631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.54,299,7,,,,,,,,,,
"2,3-benzofuran",447,N,29.85,323,A,30.581,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,325,2,,,,,,,,,,
4-propenylanisole,508,F,38.23,369,F,39.091,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.17,369,0,,,,,,,,,,
diethylfumarate,487,A,35.15,366,A,38.521,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.19,369,3,,,,,,,,,,
ethylcinnamate,544,A,44.04,408,A,46.901,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.32,405,3,,,,,,,,,,
1-methoxy-2-propanol,393,A,23.74,304,A,27.29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.08,303,1,,,,,,,,,,
2-methoxyethanol,398,N,24.26,311,B,28.49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.58,306,5,,,,,,,,,,
2-dimethylaminoethanol,407,N,25.22,314,L,29.01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.66,323,9,,,,,,,,,,
2-ethoxyethanol,408,N,25.33,315,S,29.18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.62,312,3,,,,,,,,,,
2-isopropoxyethanol,415,N,26.1,316,S,29.35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.37,316,0,,,,,,,,,,
"2-bromo-1,1-dimethoxyethane",421,A,26.77,324,S,30.76,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.8,324,0,,,,,,,,,,
bis(2-methoxyethyl)amine,444,Y,29.48,331,A,32,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.78,330,1,,,,,,,,,,
2-butoxyethanol,444,B,29.48,335,A,32.73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.67,335,0,,,,,,,,,,
"1,3-dichlorobenzene",446,N,29.73,336,F,32.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32.95,336,0,,,,,,,,,,
2-chloropyridine,443,N,29.36,337,B,33.09,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.27,332,5,,,,,,,,,,
"1,2-dichlorobenzene",454,N,30.73,341,F,33.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33.92,342,1,,,,,,,,,,
2-amino-2-methyl-1-propanol,438,L,28.75,341,S,33.82,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.1,343,2,,,,,,,,,,
2-(methylamino)ethanol,432,S,28.04,345,B,34.55,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.4,339,6,,,,,,,,,,
1-amino-2-propanol,433,N,28.16,340,A,33.64,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.52,339,1,,,,,,,,,,
2-chlorophenol,448,A,29.97,345,S,34.55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.93,347,2,,,,,,,,,,
(2-hydroxyethyl)propylamine,452,L,30.47,351,S,35.67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.77,352,1,,,,,,,,,,
"1,2-dimethoxybenzene",480,F,34.17,360,F,37.37,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.92,352,8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,3-dichloro-1-propanol",457,L,31.11,366,38.52,0,1,2,0,38.2,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diethyleneglycolmonobutyletheracetate,518,S,39.78,388,F,42.83,0,1,2,0,0,0,0,42.91,388,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diphenylether,532,N,42.03,388,A,42.83,0,2,0,1,0,0,0,0,44,392,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimethylphthalate,555,B,45.96,423,B,50.04,0,1,2,0,0,0,0,0,0,50.4,425,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
diisobutylphthalate,600,F,54.56,458,L,57.66,0,1,2,0,0,0,0,0,0,58.77,463,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
diethylphthalate,571,N,48.87,433,F,52.18,0,1,2,0,0,0,0,0,0,53.23,438,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
furfural,435,N,28.39,331,A,32.002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,324,7,,,,,,,,,,
furfurylalcohol,443,N,29.36,348,Q,35.112,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.58,345,3,,,,,,,,,,
furfurylacetate,448,A,29.97,338,A,33.272,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,335,3,,,,,,,,,,
furfurylpropanoate,469,L,32.68,355,S,36.422,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.43,350,5,,,,,,,,,,
"2,5-dimethoxy-2,5-dihydrofuran",434,N,28.28,320,S,30.051,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.35,322,2,,,,,,,,,,
dipropyleneglycolmonomethylether,463,A,31.89,347,S,34.93,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.4,344,3,,,,,,,,,,
methylsalicylate,495,N,36.3,372,F,39.68,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.17,375,3,,,,,,,,,,
diethyleneglycolmonobutylether,504,S,37.63,374,O,40.07,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.46,381,7,,,,,,,,,,
ethylsalicylate,505,F,37.78,380,S,41.24,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41.61,382,2,,,,,,,,,,
diethyleneglycoldivinylether,469,L,32.68,344,S,34.372,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79,346,2,,,,,,,,,,
2-phenylethanol,491,N,35.72,375,A,40.26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.46,376,1,,,,,,,,,,
diethyleneglycol,518,A,39.78,397,A,44.65,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45.7,402,5,,,,,,,,,,
